id,email,username,display_name,phone,phone_contact_enabled,nationality,school,grade,zip_code,default_radius_mi,default_filter_same_zip,default_filter_same_nationality,default_filter_same_school,is_verified,status,created_at,updated_at
88cd8efd-6959-47db-8377-f4735e76c1f2,ed6726@columbia.edu,ethan_do,Ethan Doyle,,true,US,columbia_college,undergraduate,10003,2.5,false,false,true,true,active,2025-08-30T11:09:39+00:00,2025-08-30T20:50:07+00:00
1dc0db8d-05e4-4ebb-97cd-9fe0c828ad56,sf4641@columbia.edu,sophia_fo,,+19295550115,true,US,columbia_college,undergraduate,10025,2.5,false,false,false,true,active,2026-02-04T03:43:53+00:00,2026-02-12T08:55:22+00:00
210c2b91-059f-411a-9302-7b1e3c1091de,ss6168@columbia.edu,sophia_si,,+13475550134,true,US,vps,graduate,10025,2.5,false,false,false,true,active,2026-01-29T10:08:27+00:00,2026-02-03T02:07:01+00:00
1d338b8d-761c-465c-a95b-6a44857fd0fa,rb8457@columbia.edu,ryan_be,,+16465550168,true,US,cbs,graduate,10027,2.5,false,true,false,false,active,2024-09-16T14:11:29+00:00,2024-10-24T19:12:54+00:00
aba48693-f4f3-4a99-931c-a612969e1c14,is6747@columbia.edu,ishita_sh,,+19175550127,true,IN,general_studies,undergraduate,10027,2.5,false,false,false,true,active,2026-01-21T13:34:04+00:00,2026-02-17T09:47:33+00:00
f4b0199b-48eb-4354-a8fe-03676e9169f9,kk5275@columbia.edu,kyungsoo_kw,Kyungsoo Kwon,,true,KR,cbs,graduate,10033,2.5,true,false,false,true,active,2025-09-17T00:38:45+00:00,2025-10-03T12:52:53+00:00
b8d5ebaa-e3a1-4774-8f3c-355409546348,pk6805@columbia.edu,priya_kh,,+19175550130,false,IN,seas_grad,graduate,10025,2.5,false,false,false,true,active,2025-09-24T21:11:48+00:00,2025-11-26T03:05:29+00:00
0581305f-6e14-482c-94be-e2a7bab71968,of3670@columbia.edu,olivia_fl,Olivia Fletcher,+19295550135,true,US,teachers_college,graduate,10463,2.5,false,false,false,true,active,2024-08-31T02:34:23+00:00,2024-09-08T20:11:12+00:00
229a479e-59b2-4f60-993d-d64ffca1c0bd,rz8576@columbia.edu,ruoxi_zh,Ruoxi Zhu,,true,CN,cbs,graduate,10027,0.5,false,false,true,true,active,2026-09-02T17:55:00+00:00,2026-09-02T18:00:00+00:00
bfd8403b-80c0-4664-aaab-0599f13df1e7,hz8410@columbia.edu,hao_zh,Hao Zhu,+19175550141,false,CN,seas_grad,graduate,10026,1.0,false,false,false,true,active,2026-01-24T17:53:30+00:00,2026-03-23T00:16:50+00:00
5ad1634f-c550-4afe-a35d-e3670be3ced4,sk3958@columbia.edu,seoyeon_ka,Seoyeon Kang,+19295550160,true,KR,cbs,graduate,10017,2.5,false,false,false,true,active,2026-09-02T17:55:00+00:00,2026-09-02T18:00:00+00:00
adaf0dcb-36fb-4140-a2ca-a0df1b8e38d1,yz2679@columbia.edu,yifan_zh,,+12125550149,true,CN,seas_undergrad,undergraduate,10025,2.5,false,false,true,true,active,2026-02-07T17:14:45+00:00,2026-02-09T15:33:35+00:00
c7182b42-2953-4a2f-af0b-417e77f32a0f,of4589@columbia.edu,olivia_fo,,+12125550143,true,US,gsas,graduate,11106,2.5,false,false,false,true,active,2026-09-02T17:55:00+00:00,2026-09-02T18:00:00+00:00
e9c95f9a-d91f-4855-9ded-2de4b6395421,rb9064@columbia.edu,ruby_br,Ruby Brooks,+19175550162,true,US,seas_undergrad,undergraduate,10027,10.0,false,false,false,true,active,2026-08-31T03:39:53+00:00,2026-09-02T18:00:00+00:00
8f0dbffc-0f7e-45ed-808f-cd5faf5153dd,ak3468@columbia.edu,ananya_kh,Ananya Khan,+16465550111,true,IN,gsas,graduate,10026,2.5,false,false,false,true,active,2026-02-22T00:09:09+00:00,2026-03-11T04:26:17+00:00
0474d78b-b695-4c1a-967f-6fc9587ddc43,cq4485@columbia.edu,caleb_qu,,+19175550119,true,US,seas_grad,graduate,10027,0.5,false,false,false,true,active,2025-02-01T08:12:35+00:00,2025-03-24T02:30:18+00:00
495a3aa3-44af-4038-8197-d87257807cf3,mf4252@columbia.edu,marcus_fl,,+12125550195,true,US,general_studies,undergraduate,10027,2.5,false,true,false,true,active,2025-08-22T03:27:25+00:00,2025-09-23T22:29:50+00:00
1b2f1fac-dc12-45b8-9a5d-964ac8eb7559,as5084@columbia.edu,aarav_si,Aarav Siddiqui,,true,IN,seas_undergrad,undergraduate,10025,2.5,false,false,true,true,active,2026-09-02T17:55:00+00:00,2026-09-02T18:00:00+00:00
ae4f41a6-a0e3-4f68-a68a-774105d2f115,jl6585@columbia.edu,jimin_li,Jimin Lim,+12125550115,true,KR,columbia_college,faculty_staff,11106,10.0,false,false,false,true,active,2026-09-02T17:55:00+00:00,2026-09-02T18:00:00+00:00
1c53189a-7903-4dcb-97d6-29489110198e,dh9070@columbia.edu,diego_he,Diego Hernandez,+19175550160,true,MX,columbia_college,undergraduate,10451,2.5,false,false,false,true,active,2025-01-22T14:13:19+00:00,2025-02-07T10:03:08+00:00
cb8a271b-afec-4261-a281-a720412ff762,mf1334@columbia.edu,marcus.fletcher,Marcus Fletcher,+12125550111,true,CA,cbs,graduate,10025,2.5,false,false,false,true,active,2026-09-02T17:55:00+00:00,2026-09-02T18:00:00+00:00
b2934820-ad75-476f-ade6-054a7c89f295,nd7847@columbia.edu,nora_do,Nora Doyle,,true,US,general_studies,undergraduate,10027,2.5,false,false,false,true,active,2024-09-15T02:32:44+00:00,2024-09-17T22:45:00+00:00
fa25c85c-0248-4e34-b506-fd8f06ae788f,js4853@columbia.edu,james_si,,+19175550159,true,US,sipa,graduate,11201,2.5,false,false,false,true,active,2026-01-22T21:33:26+00:00,2026-02-01T19:56:53+00:00
02e43602-1002-4bed-9fe6-fe21002d4a3c,ew5703@columbia.edu,erik_we,Erik Weber,+19295550176,true,DE,seas_grad,graduate,10027,2.5,false,true,false,true,active,2026-01-17T02:39:58+00:00,2026-02-11T00:12:11+00:00
68a5d1fb-52f1-45a2-a2fb-ec576b59ceb0,yz6922@columbia.edu,yuxin_zh,Yuxin Zhou,,true,CN,cbs,graduate,11201,2.5,true,true,false,true,active,2026-09-02T17:55:00+00:00,2026-09-02T18:00:00+00:00
6a68ec56-67f5-493e-810d-eb44598b0e94,rg4959@columbia.edu,renata_ga,Renata Garcia,+16465550150,true,AR,cbs,graduate,10031,2.5,false,false,false,true,active,2026-01-19T16:50:53+00:00,2026-01-21T15:09:01+00:00
a1940ed5-c898-4d47-931c-b21c325c3345,ns1647@columbia.edu,nora_si,Nora Sinclair,+16465550179,false,US,seas_grad,graduate,10033,0.5,false,false,false,true,active,2026-09-02T17:55:00+00:00,2026-09-02T18:00:00+00:00
f4e93743-2c34-4e9d-8f45-801d88c1250a,dr5524@columbia.edu,diego_ro,,+19175550148,true,CL,seas_grad,graduate,10003,2.5,false,false,false,true,active,2026-08-31T21:25:34+00:00,2026-09-02T18:00:00+00:00
bd335a64-6c2f-4d90-b3fc-221c08d817f0,tx5202@columbia.edu,tianyu_xu,,,true,CN,cbs,graduate,10024,2.5,false,false,false,true,active,2026-08-30T08:59:05+00:00,2026-09-02T18:00:00+00:00
323fd007-baf9-422e-b5f8-b93742be059f,jm9717@columbia.edu,jian_ma,,,true,TW,seas_undergrad,undergraduate,10026,2.5,false,false,false,true,active,2025-09-27T14:56:51+00:00,2025-10-02T06:11:21+00:00
00501fb4-95d9-40ea-9f41-8fe9015dbc62,yw7097@columbia.edu,yuxin_wa,,,true,TW,seas_undergrad,undergraduate,10027,2.5,false,false,false,true,active,2026-03-31T05:44:26+00:00,2026-04-06T18:15:47+00:00
030f6388-7bc0-48bc-93de-f52f9e0e9015,tc4878@columbia.edu,tessa_ca,,,true,US,teachers_college,faculty_staff,10013,2.5,false,false,false,true,active,2026-09-02T17:55:00+00:00,2026-09-02T18:00:00+00:00
b351150e-5cf0-43bc-b851-996d3a1796be,yz6765@columbia.edu,yuxin.zhang,,+16465550182,true,SG,seas_grad,graduate,10027,2.5,true,false,false,true,active,2026-03-26T22:30:23+00:00,2026-05-10T18:16:19+00:00
4875d7bb-cd16-4ee2-8c6e-e6945e85ec03,ew6165@columbia.edu,emma_wa,,+13475550107,false,US,cbs,graduate,10024,10.0,false,false,false,true,active,2026-09-02T17:55:00+00:00,2026-09-02T18:00:00+00:00
b7e15f1b-af44-40ba-8876-d2309d8979b0,es3861@columbia.edu,elif_sa,Elif Sahin,+19175550153,true,TR,columbia_college,undergraduate,10027,2.5,false,true,false,true,active,2026-09-02T17:55:00+00:00,2026-09-02T18:00:00+00:00
335d3072-ddf3-4702-be5f-b256a3b632ac,mc9321@columbia.edu,marcus_ca,Marcus Carter,,true,GB,seas_grad,graduate,10027,2.5,false,false,false,false,active,2026-01-18T10:36:39+00:00,2026-03-10T23:24:45+00:00
ab56d43e-6b4a-43a3-9b6c-f3bae36c4bb6,jy9686@columbia.edu,jiwoo_yo,Jiwoo Yoon,,true,KR,seas_undergrad,undergraduate,10037,5.0,false,true,false,true,active,2024-09-18T02:52:40+00:00,2024-12-02T02:19:11+00:00
d84e7fb7-133f-4d4d-8817-f28892a26d2b,eb2356@columbia.edu,elliot_br,,+19175550163,true,US,columbia_college,undergraduate,10031,2.5,false,true,false,true,active,2026-02-11T11:55:35+00:00,2026-03-01T08:44:43+00:00
6aaa19f8-b45d-48d2-96cb-6432e67ca955,ab3704@columbia.edu,akosua_bo,,+12125550134,true,KE,arts,graduate,10030,2.5,false,false,false,true,active,2026-08-27T11:29:12+00:00,2026-09-02T18:00:00+00:00
5cc4ad1e-e061-4786-92bf-75c6e666d9c9,od6246@columbia.edu,olivia_do,Olivia Doyle,+19175550185,true,US,seas_undergrad,undergraduate,10027,2.5,false,true,true,true,active,2026-09-02T17:55:00+00:00,2026-09-02T18:00:00+00:00
3ae23a73-75a2-49e9-b24e-8c3459016993,ss3748@columbia.edu,sophia_su,,+19295550140,false,US,columbia_college,undergraduate,10037,2.5,false,false,false,true,active,2024-08-28T12:03:13+00:00,2024-09-20T09:28:54+00:00
f5c9aefe-bf7e-4ffb-ae21-2dd4d0dd04ff,tg1889@columbia.edu,tianyu_gu,Tianyu Guo,+16465550172,true,HK,columbia_college,undergraduate,10036,5.0,true,true,true,true,active,2026-03-02T05:24:18+00:00,2026-03-05T17:11:49+00:00
37390ee9-6f2d-4d2e-b299-70e58443cd04,hg6542@columbia.edu,hannah_gr,,+19295550175,true,US,sipa,graduate,10040,2.5,false,false,false,true,active,2025-02-28T01:48:06+00:00,2025-03-11T23:56:42+00:00
73017fc1-97d8-40e8-b55e-c4e1738bfcbc,xh4787@columbia.edu,xinyi_hu,,+16465550172,true,CN,law,graduate,10025,2.5,false,false,false,true,active,2026-01-19T23:16:43+00:00,2026-03-20T21:59:52+00:00
b2ebd1c7-416b-4645-a522-88f29c4fd3fa,tb8260@columbia.edu,tessa_ba,,,true,CA,cbs,graduate,10025,2.5,false,false,false,true,active,2025-01-19T15:22:38+00:00,2025-01-21T22:50:40+00:00
16746d30-4545-4105-a2e8-7da9c5208cb5,nw7755@columbia.edu,nattapong_wa,Nattapong Wattana,+19295550151,true,TH,columbia_college,undergraduate,10027,2.5,false,false,false,true,active,2026-09-02T17:55:00+00:00,2026-09-02T18:00:00+00:00
828a88f5-8cb3-48a8-9e07-3db32ed9a35d,tf4361@columbia.edu,tessa_fl,Tessa Fletcher,+19175550165,true,US,public_health,graduate,10027,5.0,false,false,false,true,active,2025-02-01T02:59:06+00:00,2025-02-17T00:52:20+00:00
19a6e0b3-2aff-45f4-b7c3-a368425f4c5e,so2847@columbia.edu,sungmin_oh,Sungmin Oh,+16465550126,true,KR,teachers_college,faculty_staff,10027,2.5,false,false,false,true,active,2026-09-02T17:55:00+00:00,2026-09-02T18:00:00+00:00
af26e6af-f119-4246-ae97-0fc783273d09,gs2387@columbia.edu,grace_si,,+16465550110,true,US,teachers_college,graduate,10023,5.0,false,false,false,true,active,2026-08-28T06:42:53+00:00,2026-08-29T17:55:13+00:00
7a537b60-7891-4d8a-9a2d-3dc4f49961e2,oe3960@columbia.edu,olivia_el,,+19175550130,true,US,columbia_college,undergraduate,10027,2.5,false,false,false,true,active,2025-08-23T12:08:05+00:00,2025-09-02T12:50:38+00:00
f3189547-b5c9-4076-aab8-d864b3815677,kh8936@columbia.edu,kaiwen_he,,,true,CN,sipa,graduate,10027,2.5,false,false,false,true,active,2026-01-26T21:27:32+00:00,2026-02-12T21:29:57+00:00
f31588a9-6fbc-4f16-a1f0-65bb1970a62f,rb4324@columbia.edu,ryan_br,,,true,US,cbs,graduate,10031,2.5,false,false,true,true,active,2025-09-15T02:59:53+00:00,2025-10-10T10:37:13+00:00
50f302cf-bad6-4627-a137-7763b6b5ba96,rs5385@columbia.edu,ryan_su,,+12125550148,true,US,seas_grad,graduate,10025,2.5,false,false,true,true,active,2026-09-02T17:55:00+00:00,2026-09-02T18:00:00+00:00
e5760964-741a-49da-986c-c20413c5103c,ba4571@columbia.edu,beatriz_al,,+12125550136,true,BR,public_health,graduate,10025,2.5,false,false,false,true,active,2025-10-07T00:57:38+00:00,2026-02-28T03:49:02+00:00
e81d0345-b7a4-4bc0-82b3-de121ed5ff87,ss6444@columbia.edu,siyu_su,,+12125550193,false,CN,seas_grad,graduate,10027,2.5,true,false,false,true,active,2026-01-27T15:54:39+00:00,2026-05-09T10:32:22+00:00
ca547188-6614-46aa-aeac-cf26c0c9cc1c,cf8237@columbia.edu,chloe_fl,,+12125550122,true,US,general_studies,undergraduate,10010,2.5,false,false,false,true,active,2026-09-02T17:55:00+00:00,2026-09-02T18:00:00+00:00
51910d94-7df2-4595-be53-5b43cb379762,yk4383@columbia.edu,yuna_ki,,,true,KR,sipa,graduate,10027,2.5,false,false,false,true,active,2024-09-30T03:55:10+00:00,2024-10-24T23:01:14+00:00
31e5e3e2-34d6-445b-a4a1-6d86c2b312f5,kg7400@columbia.edu,karthik_gu,Karthik Gupta,,true,IN,gsas,graduate,10027,0.5,false,false,false,true,active,2026-09-02T17:55:00+00:00,2026-09-02T18:00:00+00:00
fe1dae52-39dc-4990-be70-ac03aa8ee90a,sy7360@columbia.edu,sohee_yo,Sohee Yoon,+19175550146,false,KR,seas_grad,graduate,10027,2.5,false,false,false,true,active,2025-12-24T04:03:04+00:00,2026-01-15T04:21:44+00:00
a105a7b4-bf97-4183-b330-e5764873fe47,dd8672@columbia.edu,defne_de,,,true,TR,cbs,graduate,10027,1.0,false,false,false,true,active,2025-09-18T16:01:10+00:00,2025-11-10T01:40:05+00:00
f3de7d8f-3a66-4283-bcb7-f1f6d2343a3c,tw7301@columbia.edu,tianyu_wu,Tianyu Wu,+12125550104,true,CN,general_studies,undergraduate,10022,2.5,false,false,false,true,active,2026-09-02T13:26:33+00:00,2026-09-02T18:00:00+00:00
c99359a6-ecf8-4d27-a849-8d366cb10a8d,cb4335@columbia.edu,caleb_br,Caleb Brooks,+12125550170,true,US,columbia_college,undergraduate,10027,2.5,false,false,false,true,active,2026-01-17T02:39:34+00:00,2026-04-22T07:38:53+00:00
9bd70d5b-7d8e-44d6-95d7-508992ee508e,ts4196@columbia.edu,tessa_si,Tessa Sinclair,+19175550121,true,US,cbs,graduate,11211,0.5,false,true,false,true,active,2026-09-02T17:55:00+00:00,2026-09-02T18:00:00+00:00
cdb4ace0-6ea2-498d-90e8-2009a10848ce,ki4316@columbia.edu,kavya_iy,Kavya Iyer,,true,BD,cbs,graduate,10027,2.5,false,false,false,true,active,2025-08-27T11:12:49+00:00,2025-09-10T16:02:55+00:00
fdf80e2a-8b01-4d79-a8c3-3ea29134c88c,lw8334@columbia.edu,lingxi_wa,Lingxi Wang,+19175550148,true,CN,seas_undergrad,undergraduate,10027,2.5,false,true,false,true,active,2025-09-03T16:05:25+00:00,2025-10-22T10:39:47+00:00
e5f76da6-068a-4b15-bb2c-649e314a26ed,cr3463@columbia.edu,caleb_re,,+19175550168,true,US,sipa,graduate,10027,2.5,false,false,false,true,active,2024-09-16T14:05:22+00:00,2024-11-15T10:33:09+00:00
56a1a0bc-0c49-4321-936f-fc7cfc17d80d,rw4491@columbia.edu,rizki_wi,Rizki Wijaya,+19295550189,true,ID,columbia_college,undergraduate,10025,2.5,false,false,false,true,active,2026-08-28T22:08:15+00:00,2026-09-02T18:00:00+00:00
7d5910f5-e030-4661-add8-b2eaade7882a,wo3039@columbia.edu,wanjiru_ot,,,true,GH,sipa,graduate,10027,2.5,false,false,false,true,active,2026-09-02T17:55:00+00:00,2026-09-02T18:00:00+00:00
b540e2ad-1d7b-470d-a801-1c394b7830b8,xl4572@columbia.edu,xinyi_li,,+19175550137,true,CN,seas_grad,graduate,10027,1.0,false,false,true,true,active,2026-01-26T06:24:25+00:00,2026-02-27T09:07:37+00:00
a14b409c-8a7d-4a90-9ba9-7ad32049abe5,bz6286@columbia.edu,bo_zh,,+19175550188,true,CN,teachers_college,graduate,10451,2.5,false,false,false,true,active,2026-09-02T17:55:00+00:00,2026-09-02T18:00:00+00:00
dd6a0ad5-cbc7-4d17-8a8a-229cea78e52b,ss5565@columbia.edu,seoyeon_sh,,+13475550117,false,KR,columbia_college,undergraduate,10031,2.5,false,false,false,true,active,2025-01-27T16:42:07+00:00,2025-03-19T16:55:36+00:00
27cb4510-907d-45b8-9965-c62054b5e227,rl5435@columbia.edu,ruoxi_li,Ruoxi Liu,+16465550111,true,TW,general_studies,undergraduate,10031,2.5,false,false,true,false,active,2026-09-02T17:55:00+00:00,2026-09-02T18:00:00+00:00
fc878d0f-02d2-4c14-8e52-f1fa4b571b99,sk1262@columbia.edu,seoyeon_ki,Seoyeon Kim,,true,KR,gsas,graduate,10027,2.5,false,false,false,true,active,2025-09-11T02:06:09+00:00,2025-09-19T19:44:20+00:00
5ce43817-8afb-43c8-aa72-569b92aeb223,ag6857@columbia.edu,arjun_gu,,,true,IN,cbs,graduate,10027,2.5,false,false,false,true,active,2025-02-14T17:37:51+00:00,2025-02-18T15:16:37+00:00
6dae0af9-c881-473c-a919-489118789e0d,aa5087@columbia.edu,arjun_ah,,+19295550187,true,IN,seas_undergrad,undergraduate,10027,2.5,false,true,false,true,active,2025-10-06T15:19:43+00:00,2025-12-08T02:25:24+00:00
5d00b0e3-2e7d-4703-ac82-a0935fb970f1,hj3339@columbia.edu,hyunwoo_ju,,+19175550117,true,KR,gsapp,graduate,10039,10.0,false,false,false,true,active,2026-02-07T07:42:30+00:00,2026-02-21T18:26:10+00:00
896b4f1b-82da-4b41-868f-822326a66804,ps1100@columbia.edu,priya_si,,+19295550189,false,PK,seas_undergrad,undergraduate,10013,2.5,false,false,true,true,active,2026-01-24T13:28:25+00:00,2026-02-08T17:43:56+00:00
79c00b7e-dbe5-41bb-8a92-189f533b8e9f,kr7017@columbia.edu,kavya_re,,,true,IN,seas_undergrad,undergraduate,10025,2.5,false,false,false,true,active,2026-01-29T04:39:21+00:00,2026-03-23T22:56:31+00:00
a7bb38f2-8b26-4041-8547-b3cc5f01cfcb,ml3286@columbia.edu,mengyao_li,Mengyao Lin,,true,CN,columbia_college,undergraduate,10027,0.5,false,false,false,true,active,2026-01-21T01:02:32+00:00,2026-02-19T20:59:55+00:00
00296b33-329f-46d8-9082-9b01bcadd0ad,dn9396@columbia.edu,dimitris_ni,,+19175550152,true,GR,seas_grad,graduate,10018,2.5,false,false,false,true,active,2026-08-30T13:43:26+00:00,2026-09-02T18:00:00+00:00
ff34dee7-a247-40d7-b920-a3d2e7a536c2,cw1303@columbia.edu,caleb_wh,Caleb Whitfield,+13475550198,true,US,columbia_college,undergraduate,10037,2.5,false,false,false,true,active,2025-01-20T22:47:02+00:00,2025-01-25T07:23:26+00:00
d4508255-496b-4fe1-b566-0413ac814973,rz8375@columbia.edu,ruoxi.zhu,,+19175550195,true,CN,journalism,graduate,10016,2.5,false,false,false,true,active,2026-09-02T17:55:00+00:00,2026-09-02T18:00:00+00:00
ece3ba4d-a704-4626-82c0-4c11279702ab,jf2812@columbia.edu,james_fl,,+13475550199,true,US,cbs,graduate,10027,2.5,false,false,false,true,active,2026-09-02T17:55:00+00:00,2026-09-02T18:00:00+00:00
ccada20f-a411-4dcd-be61-e8b73abf9a23,bw4428@columbia.edu,budi_wi,Budi Wijaya,+13475550185,false,ID,columbia_college,undergraduate,10028,2.5,false,false,false,true,active,2026-02-01T04:08:37+00:00,2026-02-13T14:32:06+00:00
febd8921-9308-4e28-acff-1ae8386589e3,yx2130@columbia.edu,yuxin_xu,Yuxin Xu,+13475550166,true,CN,cbs,graduate,10037,2.5,true,false,false,true,active,2025-08-22T12:06:50+00:00,2025-09-08T19:10:09+00:00
05c1b613-6547-49f7-a31f-dfedc7876aca,xw3060@columbia.edu,xinyi_wu,Xinyi Wu,+13475550127,true,CN,teachers_college,graduate,10003,1.0,false,false,false,true,active,2026-01-27T05:48:52+00:00,2026-01-30T10:20:04+00:00
c3e6de0b-ae0e-464a-aeef-51bebdd50073,sr8725@columbia.edu,santiago_ra,,+19295550198,true,CO,sipa,graduate,10027,2.5,false,false,false,true,active,2024-09-11T00:52:16+00:00,2024-09-26T07:11:18+00:00
cc9edd65-11d8-48ba-8605-87b882d51e43,am8300@columbia.edu,aarav_me,,,true,IN,seas_grad,graduate,10128,2.5,false,true,true,true,active,2025-09-09T14:13:33+00:00,2025-10-20T05:12:29+00:00
a699aa40-0fdf-4212-a0ef-24d84d61c465,nk3878@columbia.edu,nikolai_ko,Nikolai Kowalski,,true,PL,columbia_college,undergraduate,10027,2.5,false,false,false,true,active,2025-08-25T09:54:06+00:00,2025-09-02T13:27:55+00:00
7e331362-d624-49f5-a3dc-42327ba73fa1,mb5838@columbia.edu,marcus_ba,Marcus Barnes,,true,US,cbs,graduate,10027,2.5,false,false,false,false,active,2025-09-08T08:49:51+00:00,2025-11-13T05:09:30+00:00
d789fe7f-6977-4b4a-91ee-76ecc7a7dae8,sz3763@columbia.edu,siyu_zh,Siyu Zhu,+19175550195,true,CN,seas_undergrad,faculty_staff,10027,2.5,false,true,false,true,active,2026-02-09T15:43:31+00:00,2026-05-09T13:12:22+00:00
419a8edd-8c3e-484b-9354-7867568dd931,lm3014@columbia.edu,lingxi_ma,Lingxi Ma,+19295550150,true,CN,public_health,graduate,10025,10.0,false,false,false,true,active,2025-10-12T18:49:29+00:00,2025-11-13T18:00:05+00:00
c83332b4-6631-4d8a-bf55-d7b4da6ef7d5,mb3718@columbia.edu,michael_br,,+19175550182,true,US,gsas,graduate,10003,2.5,false,true,false,true,active,2025-09-05T23:36:14+00:00,2025-10-05T07:32:52+00:00
e7f25965-2024-4c9f-a575-caa1e7bc13df,cd9953@columbia.edu,chloe_do,,+13475550118,true,US,cbs,graduate,10025,2.5,false,false,false,true,active,2024-09-04T00:10:48+00:00,2024-09-12T18:15:02+00:00
ff6e8123-7427-47ad-b4a2-b32525006de0,gr4371@columbia.edu,gustavo_ri,Gustavo Ribeiro,,true,BR,cbs,graduate,10025,2.5,true,false,false,true,active,2025-09-05T20:02:16+00:00,2025-12-11T17:23:56+00:00
ae2baad0-8a1c-4eee-a2f9-37fb4761b29d,td9463@columbia.edu,tessa_do,,+12125550132,true,CA,seas_undergrad,undergraduate,10025,2.5,false,true,false,true,active,2026-08-30T08:34:03+00:00,2026-09-02T18:00:00+00:00
23a55d2c-5ac7-43a9-a6a4-20734b79d7ae,no6021@columbia.edu,nayeon_oh,,+12125550164,true,KR,cbs,graduate,10031,2.5,false,false,false,true,active,2025-09-20T01:11:48+00:00,2026-01-02T08:51:24+00:00
c6481fbf-40e5-42de-ba43-59d6742ec5ba,ab2890@columbia.edu,arjun_bo,Arjun Bose,+13475550130,true,IN,columbia_college,faculty_staff,10031,2.5,false,false,false,false,active,2025-02-26T03:26:14+00:00,2025-12-03T13:17:27+00:00
99d52a61-bee5-4684-9df6-159e47cc27be,hf6913@columbia.edu,hannah_fo,,,true,US,gsas,graduate,10027,0.5,false,false,false,true,active,2024-09-21T10:40:59+00:00,2024-09-23T10:23:57+00:00
